Matthew 26:23-26:24
Matthew 26:25
Matthew 26:26
Matthew 26:27-26:29
Matthew 26:31-26:32
Matthew 26:34
Matthew 26:36
Matthew 26:38
Matthew 26:39
Matthew 26:40-26:41
Matthew 26:45-26:46
Matthew 26:50
Matthew 26:52-26:54
Matthew 26:55-26:56
Matthew 26:64
Matthew 26:75
Matthew 27:11
Matthew 27:46
Matthew 27:63
Matthew 28:9
Matthew 28:10
Matthew 28:18-28:20
Mark 1:15
Mark 1:17
Mark 1:25
Mark 1:38
Mark 1:41
Mark 1:44
Mark 2:5
Mark 2:8-2:11
Mark 2:14
Mark 2:17
Mark 2:19-2:22
Mark 2:25-2:26
Mark 2:27 to 2:28
Mark 3:3-3:4
Mark 3:5
Mark 3:23-3:29
Mark 3:33
Mark 3:34-3:35
Mark 4:3-4:9
Mark 4:11-4:32
Mark 4:35
Mark 4:39
Mark 4:40
Mark 5:8
Mark 5:9
Mark 5:19
Mark 5:30
Mark 5:34
Mark 5:36
Mark 5:39
Mark 5:41
Mark 6:4
Mark 6:10-6:11
Mark 6:31
Mark 6:37
Mark 6:38
Mark 6:50
Mark 7:6-7:13
Mark 7:14-7:16
Mark 7:18-7:23
Mark 7:27
Mark 7:29
Mark 7:34
Mark 8:2-8:3
Mark 8:5
Mark 8:12
Mark 8:15
Mark 8:17-8:20
Mark 8:21
Mark 8:26
Mark 8:27
Mark 8:29
Mark 8:33
Mark 8:34-8:38
Mark 9:1
Mark 9:12-9:13
Mark 9:16
Mark 9:19
Mark 9:21
Mark 9:23
Mark 9:25
Mark 9:29
Mark 9:31
Mark 9:33
Mark 9:35
Mark 9:37
Mark 9:39-9:50
Mark 10:3
Mark 10:5-10:9
Mark 10:11-10:12
Mark 10:14-10:15
Mark 10:18-10:19
Mark 10:21
Mark 10:23
Mark 10:24-10:25
Mark 10:27
Mark 10:29-10:31
Mark 10:33-10:34
Mark 10:36
Mark 10:38
Mark 10:39-10:40
Mark 10:42-10:45
Mark 10:51
Mark 10:52
Mark 11:2-11:3
Mark 11:14
Mark 11:17
Mark 11:22-11:26
Mark 11:29-11:30
Mark 11:33
Mark 12:1-12:11
Mark 12:15-12:17
Mark 12:24-12:27
Mark 12:29-12:31
Mark 12:34
Mark 12:35-12:37
Mark 12:38-12:40
Mark 12:43-12:44
Mark 13:2
Mark 13:5-13:37
Mark 14:6-14:9
Mark 14:13-14:15
Mark 14:18
Mark 14:20-14:21
Mark 14:22
Mark 14:24
Mark 14:27-14:28
Mark 14:30
Mark 14:32
Mark 14:34
Mark 14:36
Mark 14:37-14:38
Mark 14:41-14:42
Mark 14:48-14:49
Mark 14:62
Mark 14:72
Mark 15:2
Mark 15:34
Mark 16:15-16:18
Luke 2:49
Luke 4:4
Luke 4:8
Luke 4:12
Luke 4:18-4:19
Luke 4:21
Luke 4:23-4:27
Luke 4:35
Luke 4:43
Luke 5:4
Luke 5:10
Luke 5:14
Luke 5:20
Luke 5:22-5:24
Luke 5:27
Luke 5:31-5:32
Luke 5:34-5:39
Luke 6:3-6:5
Luke 6:8-6:9
Luke 6:10
Luke 6:20-6:49
Luke 7:9
Luke 7:13
Luke 7:14
Luke 7:22-7:23
Luke 7:24-7:28
Luke 7:31-7:35
Luke 7:40-7:42
Luke 7:43
Luke 7:44-7:47
Luke 7:48
Luke 7:50
Luke 8:5-8:8
Luke 8:10-8:18
Luke 8:21
Luke 8:22
Luke 8:25
Luke 8:30
Luke 8:39
Luke 8:45
Luke 8:46
Luke 8:48
Luke 8:50
Luke 8:52
Luke 8:54
Luke 9:3-9:5
Luke 9:13
Luke 9:14
Luke 9:18
Luke 9:20
Luke 9:22-9:27
Luke 9:41
Luke 9:44
Luke 9:48
Luke 9:50
Luke 9:55 to 9:56
Luke 9:58
Luke 9:59
Luke 9:60
Luke 9:62
Luke 10:2-10:16
Luke 10:18-10:20
Luke 10:21-10:22
Luke 10:23-10:24
Luke 10:26
Luke 10:28
Luke 10:30-10:36
Luke 10:37
Luke 10:41-10:42
Luke 11:2-11:13
Luke 11:17-11:26
Luke 11:28
Luke 11:29-11:36
Luke 11:39-11:44
Luke 11:46-11:52
Luke 12:1-12:12
Luke 12:14-12:15
Luke 12:16-12:40
Luke 12:42-12:59
Luke 13:2-13:9
Luke 13:12
Luke 13:15-13:16
Luke 13:18-13:21
Luke 13:24-13:30
Luke 13:32-13:35
Luke 14:3
Luke 14:5
Luke 14:8-14:14
Luke 14:16-14:24
Luke 14:26-14:35
Luke 15:4-15:32
Luke 16:1-16:13
Luke 16:15-16:31
Luke 17:1-17:4
Luke 17:6-17:10
Luke 17:14
Luke 17:17-17:19
Luke 17:20-17:21
Luke 17:22-17:36
Luke 17:37
Luke 18:2-18:8
Luke 18:10-18:14
Luke 18:16-18:17
Luke 18:19-18:20
Luke 18:22
Luke 18:24-18:25
Luke 18:27
Luke 18:29-18:30
Luke 18:31-18:33
Luke 18:41
Luke 18:42
Luke 19:5
Luke 19:9-19:10
Luke 19:12-19:27
Luke 19:30-19:31
Luke 19:40
Luke 19:42-19:44
Luke 19:46
Luke 20:3-20:4
Luke 20:8
Luke 20:9-20:16
Luke 20:17-20:18
Luke 20:23-20:24
Luke 20:25
Luke 20:34-20:38
Luke 20:41-20:44
Luke 20:46-20:47
Luke 21:3-21:4
Luke 21:6
Luke 21:8-21:9
Luke 21:10-21:36
Luke 22:8
Luke 22:10-22:12
Luke 22:15-22:16
Luke 22:17-22:18
Luke 22:19
Luke 22:20-22:22
Luke 22:25-22:32
Luke 22:34-22:37
Luke 22:38
Luke 22:40
Luke 22:42
Luke 22:46
Luke 22:48
Luke 22:51
Luke 22:52-22:53
Luke 22:61
Luke 22:67-22:69
Luke 22:70
Luke 23:3
Luke 23:28-23:31
Luke 23:34
Luke 23:43
Luke 23:46
Luke 24:7
Luke 24:17
Luke 24:19
Luke 24:25-24:26
Luke 24:36
Luke 24:38-24:39
Luke 24:44
Luke 24:46-24:49
John 1:38
John 1:39
John 1:42
John 1:43
John 1:47
John 1:48
John 1:50
John 1:51
John 2:4
John 2:7
John 2:8
John 2:16
John 2:19
John 3:3
John 3:5-3:8
John 3:10-3:21
John 4:7
John 4:10
John 4:13-4:14
John 4:16
John 4:17-4:18
John 4:21-4:24
John 4:26
John 4:32
John 4:34-4:38
John 4:48
John 4:50
John 4:53
John 5:6
John 5:8 5:11
John 5:11
John 5:12
John 5:14
John 5:17
John 5:19-5:47
John 6:5
John 6:10
John 6:12
John 6:20 
John 6:26-6:27
John 6:29
John 6:32-6:33
John 6:35-6:40
John 6:43-6:51
John 6:53-6:58
John 6:61-6:64
John 6:65
John 6:67
John 6:70
John 7:6-7:8
John 7:16-7:19 
John 7:21-7:24
John 7:28-7:29
John 7:33-7:34
John 7:36
John 7:37-7:38
John 8:7
John 8:10
John 8:11
John 8:12
John 8:14-8:18
John 8:19
John 8:21
John 8:23-8:24
John 8:25-8:26
John 8:28-8:29
John 8:31-8:32
John 8:31-8:33
John 8:34-8:38
John 8:39-8:41
John 8:42-8:47
John 8:49-8:51
John 8:52
John 8:54-8:56
John 8:58
John 9:3-9:5
John 9:7
John 9:11
John 9:35
John 9:37
John 9:39
John 9:41
John 10:1-10:5
John 10:7-10:18
John 10:25-10:30
John 10:32
John 10:34-10:38
John 11:4
John 11:7
John 11:9-11:10
John 11:11
John 11:14-11:15
John 11:23
John 11:25-11:26
John 11:34
John 11:39
John 11:40
John 11:41-11:42
John 11:43
John 11:44
John 12:7-12:8
John 12:23-12:28
John 12:30-12:32
John 12:34
John 12:35-12:36
John 12:44-12:50
John 13:7
John 13:10
John 13:12-13:20
John 13:26
John 13:27
John 13:31-13:35
John 13:36
John 13:38
John 14:1-14:4
John 14:6-14:7
John 14:9-14:21
John 14:23-14:31
John 15:1-15:27
John 16:1-16:16
John 16:17-16:28
John 16:31-16:33
John 17:1-17:26
John 18:5
John 18:6
John 18:7
John 18:8
John 18:9
John 18:11
John 18:20-18:21
John 18:23
John 18:34
John 18:36
John 18:37
John 19:11
John 19:26
John 19:27
John 19:28
John 19:30
John 20:15
John 20:16
John 20:17
John 20:19
John 20:21
John 20:22-20:23
John 20:26
John 20:27
John 20:29
John 21:5
John 21:6
John 21:10
John 21:12
John 21:15
John 21:16
John 21:17-21:18
John 21:19
John 21:22
John 21:23
Acts 1:4
Acts 1:7
Acts 1:8
Acts 9:4
Acts 9:5
Acts 9:6
Acts 9:10
Acts 9:11-9:12
Acts 9:15-9:16 
Acts 10:13
Acts 10:15
Acts 11:7
Acts 11:9
Acts 11:16
Acts 18:9-18:10
Acts 20:35
Acts 22:7
Acts 22:8
Acts 22:10
Acts 22:18
Acts 22:21
Acts 23:11
Acts 26:14
Acts 26:15
I Corinthians 11:24
I Corinthians 11:25
II Corinthians 12:9
Revelation 1:8
Revelation 1:11
Revelation 1:17-1:20
Revelation 2:1-2:29
Revelation 3:1-3:22
Revelation 16:15
Revelation 22:7
Revelation 22:12-22:13
Revelation 22:16
Revelation 22:20
